No.,text,username,timestamp,URL,Label by Human,Labels
41,"hi friends. if ur 18+ and looking for a job or a side hustle, my business is hiring! we work with onlyfans models as assistants/managers so u dont have to worry about anyone finding out who u are. rn i'm mostly looking for chatters but also people to handle social media. dm me!",‪♡ .˚⊹ 𝓂𝒶𝒹𝑒𝓁𝒾𝓃𝑒 𝓂𝒶𝑒 ⊹˚. ♡‬,"April 18, 2025 at 12:08 AM",https://bsky.app/profile/oopsmadi1999.com/post/3ln2qq527zk2q,2,[]
42,"I'm hiring a Senior Writer to cover phones, tablets, and wearables for NYT Wirecutter! You'll write guides and short-form articles about the technology we rely on every day. You'll appear in social videos and contribute to our newsletters. You'll report to me. Dream job imo. Questions? DM me!",‪Caitlin McGarry‬,"February 11, 2025 at 12:05 PM",https://bsky.app/profile/cmcgarry.bsky.social/post/3lhw5f2vtcs2l,0,[]
43,"I'm hiring a 2-year postdoc to come work with me on any issue related to the philosophy of thermodynamics! Please DM me with any questions. Deadline for initial consideration March 3, midnight PT. Please share widely!

Details here: philjobs.org/job/show/28502",‪Eugene Y. S. Chua‬,"January 21, 2025 at 8:43 PM",https://bsky.app/profile/eugenechua.bsky.social/post/3lgcajiocxc2n,0,[]
44,"My department is hiring a one-year position in Europe and the World, 1500-1900! DM me with any questions. jobs.chronicle.com/job/37557421...",‪Kelly Kaelin‬,"November 8, 2023 at 11:24 AM",https://bsky.app/profile/kkaelin.bsky.social/post/3kdou4n2jto2i,0,[]
45,".@Survey160 is hiring! We're looking for analysts and part-time senior analysts to help with our work on text message surveys. If you have questions or are interested, @ me or DM me, or see the full job listings here: www.survey160.com/jobs",‪Kevin Collins‬,"November 17, 2024 at 4:15 PM",https://bsky.app/profile/kwcollins.bsky.social/post/3lb6cyowlwy2j,0,[]
46,INTERVIEW* INTERVIEW *INTERVIEW* !!! Powertofly Company is hiring to work from home and in the office We are recruiting new employees who will work with our company ( Powertofly Company ) Pay Rate: $30/hr Position Available:Data Entry and Customer service Job Cost: Free. Dm me for more info,‪jacksonaustin.bsky.social‬,"January 19, 2025 at 6:10 PM",https://bsky.app/profile/jacksonaustin.bsky.social/post/3lg4wz773yk2o,1,[]
47,Come and work with me! 📣 We have a User Researcher maternity cover vacancy at CDPS. Please share with your networks! This is a fixed-term contract role or secondment - DM me if interested in a secondment. www.yolkrecruitment.com/job/user-res...,‪Gabi Mitchem-Evans‬,"February 28, 2025 at 5:22 AM",https://bsky.app/profile/gabime.bsky.social/post/3lja6s74ymc2c,0,[]
48,"Social cognition grad students & postdocs on the job market: 
Do you want to practice your job talk in my lab meeting? (Zoom or in-person)
Its a low-stakes opportunity to get constructive feedback & prepare for Qs you might get from hiring committees. 
DM me if you’re interested!
(plz rt widely)",‪Jimmy Calanchini‬,"September 13, 2024 at 11:38 AM",https://bsky.app/profile/jimmycalanchini.bsky.social/post/3l42c3h3cq722,1,[]
49,"The @Oath Paranoids (security team for Yahoo, AOL, HuffPo, and 50+ brands) are hiring! Feel free to DM me questions www.oath.com/careers/job-...",‪David Oxley‬,"November 12, 2024 at 3:00 AM",https://bsky.app/profile/oxley.io/post/3laqeid5jko2m,0,[]
50,"So hey, idk if I’ve mentioned on here lately, but the goofy little DC higher-ed nonprofit where I’ve been working these last 3 years(!) is hiring for a couple of positions. They pay… ok. Almost fully remote, tho; big perk.

If we’re myoots & you need a fake email job & you wanna talk about it, DM me
",‪J.S. Aughtnik 🏳️‍⚧️🚺🤷🏻‍♀️‬,"August 12, 2024 at 12:05 PM",https://bsky.app/profile/catastrobot.bsky.social/post/3kzjunvw6uq24,1,[]
51,"Job Altert! 
We’re hiring at Monash Economics! Join a research-active, friendly department in Melbourne, Australia—a brilliant city to live in. Supportive culture, strong research ecosystem, and salaries that let you live well. Apply: econjobmarket.org/positions/11805 
DM/email me",‪🎗 Moshe Hazan‬,"October 16, 2025 at 8:59 PM",https://bsky.app/profile/moshehazan.bsky.social/post/3m3e3272pr22w,0,[]
52,"📣Job Opportunity!!📣

Lumiere Education (online research program for high schoolers) is looking for a new: Partnerships and Growth Manager. 

See job description: docs.google.com/document/d/1...

DM me for an application link! ",‪Mel Ortiz-Alvarez‬,"March 20, 2025 at 7:52 PM
",https://bsky.app/profile/moadlc.bsky.social/post/3lktvehc5es2o,0,[]
53,My company is hiring a full time full remote (usa only) frontend developer with remix/react router experience. If that sounds like you or someone you know DM me for the job description.,‪Matthew Connerton‬,"July 17, 2025 at 7:43 PM",https://bsky.app/profile/connerton.bsky.social/post/3lu74d7yv5k2e,1,[]
54,"We are #hiring Software Engineers in Dublin, Ireland (mostly)!

stripe.com/jobs/listing...

If you want to get more details about the job, drop me a dm!
",‪Dmitry Zuev‬,"April 10, 2025 at 8:40 AM
",https://bsky.app/profile/zuev.bsky.social/post/3lmhjllxyz22f,0,[]
55,"⭐⭐⭐#Hiring - Thai Business Development & Sales Representative. Junior position.
Industry: eCommerce
Thai/English speaking and writing mandatory.
Fully remote (in Thailand)
Competitive salary + performance bonus

DM me to receive the full Job description.",‪Trystantrest‬,"October 7, 2025 at 1:47 AM",https://bsky.app/profile/trystantrest.bsky.social/post/3m2lgherumk2j,1,[]
56,"@newarab.com.web.brid.gy
 is hiring an investigative journalist. Must have right to work in the UK.

Feel free to DM me if it is of interest.

uk.indeed.com/job/investig...",‪Anas Ambri‬,"January 3, 2025 at 10:37 AM",https://bsky.app/profile/anasambri.bsky.social/post/3letwaay4422u,0,[]
57,Men and women self assess against job requirements differently. So I am going to try something: not linking a job req! We're hiring developers on my team. I especially want you brilliant women who are always underestimating yourselves to think about dropping me a DM. I'm nice.,‪Vicky Harp‬,"November 14, 2024 at 1:35 AM",https://bsky.app/profile/vickyharp.com/post/3lavansommu2q,2,[]
58,"My new department (MCDB at University of Dundee) is hiring! The research environment up here is amazing, with a lot of infrastructure support, collaborative colleagues and wonderful environment. Please DM me if you'd like more info. www.jobs.ac.uk/job/DCW357/p...",‪Liz Miller‬,"September 28, 2023 at 7:47 AM",https://bsky.app/profile/lizmillercu.bsky.social/post/3kahbkmqfu72h,0,[]
59,"We're hiring 2 #chempostdoc for PUI faculty training doing research with undergraduates. Preferred experience in air-free organometallics and/or crystallography. Flexible start. $66,560K/yr + benefits. DM/email me for details/questions. foundation.cpp.edu/es/employmen... Job #520547175",‪Stieber Lab‬,"November 17, 2023 at 3:59 PM",https://bsky.app/profile/stieberlab.bsky.social/post/3kefxp3gysc2l,0,[]
60,"Want to write/edit at Scientific American? We're hiring! We want a technology writer / editor to cover AI, drones, misinformation, innovative apps, etc. Lots of fun, challenges & work with a great team. Job app: careers.springernature.com/job/New-York.... Questions? DM me or email.",‪Josh Fischman‬,"November 27, 2023 at 12:58 PM",https://bsky.app/profile/jfischman.bsky.social/post/3kf6sae5zwg25,0,[]
61,"If you are a #plantperson in the Fort Edward, NY area we are hiring retail associates at my job! Dm me for details!
Share this to get it to the right people please!!",‪Grace Fey🧚‍♀️‬,"November 11, 2024 at 9:57 AM",https://bsky.app/profile/halflingbard.bsky.social/post/3laolbshg4s2z,0,[]
62,"If you live in the Pittsburgh region, and are looking for a job, my employer is hiring for a variety of positions, with varying levels of education and experience. This is for high-tech manufacturing, not public-facing service jobs. DM me if you'd like more information.",‪DocDanPgh‬,"December 1, 2024 at 1:30 PM",https://bsky.app/profile/docdanpgh.bsky.social/post/3lcbajzmehk2e,1,[]
63,"any full stack JS/TS devs looking for a job? we're hiring. DM for details if we know each other enough

and by DM i mean find me on discord (aliceisjustplaying) or any other social media platform where you can message me",‪alice‬,"October 18, 2023 at 7:50 PM",https://bsky.app/profile/alice.mosphere.at/post/3kc2tbheesl2w,0,[]
64,"Content creator friends: We're hiring for a fun role at Spot AI to focus on video content creation. (You'll get to work with me!)

If you know anyone interested or you're interested DM me!

job-boards.greenhouse.io/spotai/jobs/...",‪Kelly Vaughn‬,"November 8, 2024 at 8:59 AM",https://bsky.app/profile/kvlly.com/post/3lagwpefzjv2x,1,[]
65,My job is hiring like crazy rn. Dm me for deets,‪Alleon‬,"August 9, 2025 at 4:54 PM",https://bsky.app/profile/alleonbucci.bsky.social/post/3lvynm5afak2j,1,[]
66,"🚨Job Alert 🚨 My department is hiring! We are advertising for three positions, including an open-subfield Assistant Professor with a focus on ""Problems of Democracy,"" for which political theorists will be considered. Feel free to DM / email me your questions! uscjobs.sc.edu/postings/192...",‪Samuel Bagg‬,"August 8, 2025 at 11:16 AM",https://bsky.app/profile/samuel-bagg.bsky.social/post/3lvvkaokzzs2z,0,[]
67,My job is hiring part-time customer support reps. It's fully remote (literally can work from the beach as long as you have a strong wifi connection) and nowhere near as high pressure as other customer support jobs tend to be. DM me and I can send you the job description and stuff #blacksky,‪🏳️‍⚧️Liquorice🏳️‍⚧️‬,"November 21, 2024 at 8:45 PM",https://bsky.app/profile/xemterpretations.bsky.social/post/3lbiu63kr4k27,2,[]
68,Oh and I almost forgot we are hiring from what I heard they need at least 90 new people before the end of the year! Need a job? DM ME!,‪Ken Crockett‬,"November 12, 2024 at 11:49 PM",https://bsky.app/profile/kencrockett.com/post/3laskc4g3cq2a,2,[]
69,"Attention Sysadmins and Senior Helpdesk engineers I am hiring for an IT Lead. Drop me your Resume, or DM me for a link to the Job Posting.",‪⛈️ shon 👨🏻‍💻⛈️‬,"November 17, 2024 at 10:19 PM",https://bsky.app/profile/taterontech.dev/post/3lb6xlnasso2l,1,[]
70,"NYC bloomfs: I'm hiring a part-time, freelance Video Writer/Producer to work with me on video content for StreetEasy! ~10-15 hours per week, $65-70 hourly rate. DM me with questions or if you'd like to see the full job description",‪Dylan Lyons (he/him)‬,"January 6, 2025 at 5:13 PM",https://bsky.app/profile/dylanlyons.bsky.social/post/3lf45rt3mxs2a,0,[]
71,"Interested in OpenTelemetry? Wanna work with me? We're hiring for the Observability team at Heroku. We're building tooling for internal teams, and the org culture is the most supportive I've ever experienced anywhere.

Job posting to come, but DM me if you're interested!",‪Jeremy Morrell‬,"November 13, 2024 at 3:33 AM",https://bsky.app/profile/jeremymorrell.dev/post/3laswrc3ypg2k,1,[]
72,HELP!! Hiring – Teamassistenz (M/W/D) … Is your next career move with me and the WORK Marketingteam? Apply or send me a DM work-microwave.softgarden.io/job/36391367...,‪Joerg Friedrich‬,"October 19, 2023 at 8:33 AM",https://bsky.app/profile/joergfriedrich.bsky.social/post/3kc45vqfy4l2u,1,[]
73,"We are hiring an #elixirlang engineer in the EU (UK, Ireland, Netherlands, Spain or Portugal). No need to already know Elixir. We will teach you. Want to work on an amazing team? Go here: job-boards.greenhouse.io/workera/jobs... If you have questions on the role. DM me.",‪Petar Radošević‬,"February 21, 2025 at 8:13 AM",https://bsky.app/profile/petar.dev/post/3liov2acews2q,0,[]
74,My Calif based company (~50 employees) is hiring a Web Developer. Job is fully remote. Financial/Insurance. DM me if you want more info.,‪Carolyn Jewel‬,"May 29, 2025 at 2:46 PM
",https://bsky.app/profile/cjewel.sfba.social.ap.brid.gy/post/3lqdeujrcjek2,0,[]
75,"hi friends. if ur 18+ and looking for a job or a side hustle, my business is hiring! we work with onlyfans models as assistants/managers so u dont have to worry about anyone finding out who u are. rn i'm mostly looking for chatters but also people to handle social media. 
dm me!",‪avalie grace 🎀 Gary Barkovitch's Defense Attorney‬,"April 18, 2025 at 12:08 AM",https://bsky.app/profile/um-itsavalie.bsky.social/post/3ln2qpvwsok2q,2,[]
76,"We're hiring! Are you a Android developer and company culture is really important to you?
Then come work with me at @trydaily!

Check out the job description and the pay rate is listed there too. If you have any questions feel free to DM me.

Please...
",‪Wesley Faulkner‬,"November 27, 2024 at 11:04 AM",https://bsky.app/profile/wesley83.bsky.social/post/3lbwwjrn3k42v,0,[]
77,"Hey! They're hiring a replacement for my old position at Oakland University (just north of Detroit, MI). If you're interested, feel free to DM me any questions. jobs.oakland.edu/postings/31777",‪bfuhrman‬,"July 8, 2024 at 4:52 PM",https://bsky.app/profile/bfuhrman.bsky.social/post/3kwseex42iq26,0,[]
78,"So, Dad has a day job protecting families and building wealth through life insurance products. AND, I am hiring. Work from home, or wherever you want to be. Want to learn more and join the Daddy Bear Insurance Agency? DM me.
",‪Cliff Boyd - Major Road Trip in November. Check Pinned Post.‬,"August 26, 2025 at 4:58 PM",https://bsky.app/profile/chibear20.bsky.social/post/3lxdfqogwhs22,1,[]
79,"We're hiring! If you know a graphics/C++ engineer who wants to build a new CAD kernel, please apply or DM me for more about the role! The job is probably 2:1 ratio of C++ to Rust, but it can skew higher or lower depending on what you want to work on. zoo.dev/jobs/4478481...",‪Adam Chalmers‬,"November 26, 2024 at 1:00 PM",https://bsky.app/profile/adamchalmers.com/post/3lbumjwcp6k2f,0,[]
80,"My squad is hiring a marketing campaign analyst. It's a role for someone who LOVES data. 

Other notes:
- We're a Marketo + SFDB shop, so you definitely need to have familiarity with that ecosystem
- You'd work real closely with me, so... be warned

DM me for the job req and referral info!",‪It's Liz!‬,"May 15, 2025 at 1:17 PM",https://bsky.app/profile/twolemonades.com/post/3lp7zf43wak2d,0,[]
81,"My org is hiring a fully remote ""platform specialist."" No degree needed. Affinity for data & analysis required. Job is to monitor social media platforms & other data to identify cyber risks like impersonations and generate alerts to safeguard customers. $40-50k/yr + benes. DM me for info.",,"April 29, 2025 at 11:57 AM",https://bsky.app/profile/twolemonades.com/post/3lnxnhubuls2c,0,[]
82,"Are you holding on to your current job tightly, cognizant that hiring opportunities are few and far between? Reach out to me for a story emily.peck@axios.com or DM. Thank you for your attention to this matter","Emily Peck
","August 14, 2025 at 2:46 PM",https://bsky.app/profile/emilypeck.bsky.social/post/3lweyrzfx7c2l,1,[]
